"Rank","Name","Country","D_Score","E_Score","Penalty","Score","Round","Date","Apparatus","Gender","Competition"
15,"Adem Asil","Turkey",NA,NA,NA,15.1,"AAqual",2021-07-28,"VT","m","Olympic Games"
15,"Adem Asil","Turkey",NA,NA,NA,14.091,"AAqual",2021-07-28,"PB","m","Olympic Games"
15,"Adem Asil","Turkey",NA,NA,NA,14.1,"AAqual",2021-07-28,"HB","m","Olympic Games"
15,"Adem Asil","Turkey",NA,NA,NA,84.524,"qual",2021-07-28,"AA","m","Olympic Games"
16,"James Hall","United Kingdom",NA,NA,NA,13.866,"AAqual",2021-07-28,"FX","m","Olympic Games"
16,"James Hall","United Kingdom",NA,NA,NA,14.1,"AAqual",2021-07-28,"PH","m","Olympic Games"
16,"James Hall","United Kingdom",NA,NA,NA,13.733,"AAqual",2021-07-28,"SR","m","Olympic Games"
16,"James Hall","United Kingdom",NA,NA,NA,14.333,"AAqual",2021-07-28,"VT","m","Olympic Games"
16,"James Hall","United Kingdom",NA,NA,NA,14.333,"AAqual",2021-07-28,"PB","m","Olympic Games"
16,"James Hall","United Kingdom",NA,NA,NA,14.066,"AAqual",2021-07-28,"HB","m","Olympic Games"
16,"James Hall","United Kingdom",NA,NA,NA,84.431,"qual",2021-07-28,"AA","m","Olympic Games"
17,"Lee Chih-kai","Taiwan",NA,NA,NA,14.2,"AAqual",2021-07-28,"FX","m","Olympic Games"
17,"Lee Chih-kai","Taiwan",NA,NA,NA,15.266,"AAqual",2021-07-28,"PH","m","Olympic Games"
17,"Lee Chih-kai","Taiwan",NA,NA,NA,13.033,"AAqual",2021-07-28,"SR","m","Olympic Games"
17,"Lee Chih-kai","Taiwan",NA,NA,NA,14.5,"AAqual",2021-07-28,"VT","m","Olympic Games"
17,"Lee Chih-kai","Taiwan",NA,NA,NA,14.233,"AAqual",2021-07-28,"PB","m","Olympic Games"
17,"Lee Chih-kai","Taiwan",NA,NA,NA,13.1,"AAqual",2021-07-28,"HB","m","Olympic Games"
17,"Lee Chih-kai","Taiwan",NA,NA,NA,84.332,"qual",2021-07-28,"AA","m","Olympic Games"
18,"Caio Souza","Brazil",NA,NA,NA,13.966,"AAqual",2021-07-28,"FX","m","Olympic Games"
18,"Caio Souza","Brazil",NA,NA,NA,13.4,"AAqual",2021-07-28,"PH","m","Olympic Games"
18,"Caio Souza","Brazil",NA,NA,NA,14.333,"AAqual",2021-07-28,"SR","m","Olympic Games"
18,"Caio Souza","Brazil",NA,NA,NA,14.6,"AAqual",2021-07-28,"VT","m","Olympic Games"
18,"Caio Souza","Brazil",NA,NA,NA,14.533,"AAqual",2021-07-28,"PB","m","Olympic Games"
18,"Caio Souza","Brazil",NA,NA,NA,13.466,"AAqual",2021-07-28,"HB","m","Olympic Games"
18,"Caio Souza","Brazil",NA,NA,NA,84.298,"qual",2021-07-28,"AA","m","Olympic Games"
19,"Yul Moldauer","United States",NA,NA,NA,14.866,"AAqual",2021-07-28,"FX","m","Olympic Games"
19,"Yul Moldauer","United States",NA,NA,NA,14.233,"AAqual",2021-07-28,"PH","m","Olympic Games"
19,"Yul Moldauer","United States",NA,NA,NA,14.033,"AAqual",2021-07-28,"SR","m","Olympic Games"
19,"Yul Moldauer","United States",NA,NA,NA,14.133,"AAqual",2021-07-28,"VT","m","Olympic Games"
19,"Yul Moldauer","United States",NA,NA,NA,13.9,"AAqual",2021-07-28,"PB","m","Olympic Games"
19,"Yul Moldauer","United States",NA,NA,NA,12.933,"AAqual",2021-07-28,"HB","m","Olympic Games"
19,"Yul Moldauer","United States",NA,NA,NA,84.098,"qual",2021-07-28,"AA","m","Olympic Games"
20,"Lukas Dauser","Germany",NA,NA,NA,13.766,"AAqual",2021-07-28,"FX","m","Olympic Games"
20,"Lukas Dauser","Germany",NA,NA,NA,13.666,"AAqual",2021-07-28,"PH","m","Olympic Games"
20,"Lukas Dauser","Germany",NA,NA,NA,13.533,"AAqual",2021-07-28,"SR","m","Olympic Games"
20,"Lukas Dauser","Germany",NA,NA,NA,13.6,"AAqual",2021-07-28,"VT","m","Olympic Games"
20,"Lukas Dauser","Germany",NA,NA,NA,15.733,"AAqual",2021-07-28,"PB","m","Olympic Games"
20,"Lukas Dauser","Germany",NA,NA,NA,13.433,"AAqual",2021-07-28,"HB","m","Olympic Games"
20,"Lukas Dauser","Germany",NA,NA,NA,83.731,"qual",2021-07-28,"AA","m","Olympic Games"
21,"Shane Wiskus","United States",NA,NA,NA,14.733,"AAqual",2021-07-28,"FX","m","Olympic Games"
21,"Shane Wiskus","United States",NA,NA,NA,13.366,"AAqual",2021-07-28,"PH","m","Olympic Games"
21,"Shane Wiskus","United States",NA,NA,NA,13.866,"AAqual",2021-07-28,"SR","m","Olympic Games"
21,"Shane Wiskus","United States",NA,NA,NA,13,"AAqual",2021-07-28,"VT","m","Olympic Games"
21,"Shane Wiskus","United States",NA,NA,NA,14.7,"AAqual",2021-07-28,"PB","m","Olympic Games"
21,"Shane Wiskus","United States",NA,NA,NA,13.7,"AAqual",2021-07-28,"HB","m","Olympic Games"
21,"Shane Wiskus","United States",NA,NA,NA,83.365,"qual",2021-07-28,"AA","m","Olympic Games"
22,"Tang Chia-hung","Taiwan",NA,NA,NA,14.333,"AAqual",2021-07-28,"FX","m","Olympic Games"
22,"Tang Chia-hung","Taiwan",NA,NA,NA,13,"AAqual",2021-07-28,"PH","m","Olympic Games"
22,"Tang Chia-hung","Taiwan",NA,NA,NA,13.833,"AAqual",2021-07-28,"SR","m","Olympic Games"
22,"Tang Chia-hung","Taiwan",NA,NA,NA,14.4,"AAqual",2021-07-28,"VT","m","Olympic Games"
22,"Tang Chia-hung","Taiwan",NA,NA,NA,13.966,"AAqual",2021-07-28,"PB","m","Olympic Games"
22,"Tang Chia-hung","Taiwan",NA,NA,NA,13.4,"AAqual",2021-07-28,"HB","m","Olympic Games"
22,"Tang Chia-hung","Taiwan",NA,NA,NA,82.932,"qual",2021-07-28,"AA","m","Olympic Games"
23,"Giarnni Regini-Moran","United Kingdom",NA,NA,NA,14.666,"AAqual",2021-07-28,"FX","m","Olympic Games"
23,"Giarnni Regini-Moran","United Kingdom",NA,NA,NA,12.166,"AAqual",2021-07-28,"PH","m","Olympic Games"
23,"Giarnni Regini-Moran","United Kingdom",NA,NA,NA,13.366,"AAqual",2021-07-28,"SR","m","Olympic Games"
23,"Giarnni Regini-Moran","United Kingdom",NA,NA,NA,14.6,"AAqual",2021-07-28,"VT","m","Olympic Games"
23,"Giarnni Regini-Moran","United Kingdom",NA,NA,NA,14.933,"AAqual",2021-07-28,"PB","m","Olympic Games"
23,"Giarnni Regini-Moran","United Kingdom",NA,NA,NA,13.1,"AAqual",2021-07-28,"HB","m","Olympic Games"
23,"Giarnni Regini-Moran","United Kingdom",NA,NA,NA,82.831,"qual",2021-07-28,"AA","m","Olympic Games"
24,"Petro Pakhniuk","Ukraine",NA,NA,NA,13.566,"AAqual",2021-07-28,"FX","m","Olympic Games"
24,"Petro Pakhniuk","Ukraine",NA,NA,NA,12.866,"AAqual",2021-07-28,"PH","m","Olympic Games"
24,"Petro Pakhniuk","Ukraine",NA,NA,NA,13.466,"AAqual",2021-07-28,"SR","m","Olympic Games"
24,"Petro Pakhniuk","Ukraine",NA,NA,NA,14.1,"AAqual",2021-07-28,"VT","m","Olympic Games"
24,"Petro Pakhniuk","Ukraine",NA,NA,NA,15.333,"AAqual",2021-07-28,"PB","m","Olympic Games"
24,"Petro Pakhniuk","Ukraine",NA,NA,NA,13.4,"AAqual",2021-07-28,"HB","m","Olympic Games"
24,"Petro Pakhniuk","Ukraine",NA,NA,NA,82.731,"qual",2021-07-28,"AA","m","Olympic Games"
25,"Milad Karimi","Kazakhstan",NA,NA,NA,14.766,"AAqual",2021-07-28,"FX","m","Olympic Games"
25,"Milad Karimi","Kazakhstan",NA,NA,NA,11.9,"AAqual",2021-07-28,"PH","m","Olympic Games"
25,"Milad Karimi","Kazakhstan",NA,NA,NA,13.3,"AAqual",2021-07-28,"SR","m","Olympic Games"
25,"Milad Karimi","Kazakhstan",NA,NA,NA,14.433,"AAqual",2021-07-28,"VT","m","Olympic Games"
25,"Milad Karimi","Kazakhstan",NA,NA,NA,13.4,"AAqual",2021-07-28,"PB","m","Olympic Games"
25,"Milad Karimi","Kazakhstan",NA,NA,NA,14.766,"AAqual",2021-07-28,"HB","m","Olympic Games"
25,"Milad Karimi","Kazakhstan",NA,NA,NA,82.565,"qual",2021-07-28,"AA","m","Olympic Games"
26,"Benjamin Gischard","Switzerland",NA,NA,NA,14.266,"AAqual",2021-07-28,"FX","m","Olympic Games"
26,"Benjamin Gischard","Switzerland",NA,NA,NA,13.833,"AAqual",2021-07-28,"PH","m","Olympic Games"
26,"Benjamin Gischard","Switzerland",NA,NA,NA,13.333,"AAqual",2021-07-28,"SR","m","Olympic Games"
26,"Benjamin Gischard","Switzerland",NA,NA,NA,14.166,"AAqual",2021-07-28,"VT","m","Olympic Games"
26,"Benjamin Gischard","Switzerland",NA,NA,NA,13.8,"AAqual",2021-07-28,"PB","m","Olympic Games"
26,"Benjamin Gischard","Switzerland",NA,NA,NA,13.1,"AAqual",2021-07-28,"HB","m","Olympic Games"
26,"Benjamin Gischard","Switzerland",NA,NA,NA,82.498,"qual",2021-07-28,"AA","m","Olympic Games"
27,"Philipp Herder","Germany",NA,NA,NA,13.733,"AAqual",2021-07-28,"FX","m","Olympic Games"
27,"Philipp Herder","Germany",NA,NA,NA,13.233,"AAqual",2021-07-28,"PH","m","Olympic Games"
27,"Philipp Herder","Germany",NA,NA,NA,13.333,"AAqual",2021-07-28,"SR","m","Olympic Games"
27,"Philipp Herder","Germany",NA,NA,NA,14.533,"AAqual",2021-07-28,"VT","m","Olympic Games"
27,"Philipp Herder","Germany",NA,NA,NA,14.5,"AAqual",2021-07-28,"PB","m","Olympic Games"
27,"Philipp Herder","Germany",NA,NA,NA,13.1,"AAqual",2021-07-28,"HB","m","Olympic Games"
27,"Philipp Herder","Germany",NA,NA,NA,82.432,"qual",2021-07-28,"AA","m","Olympic Games"
28,"Lee Jun-ho","South Korea",NA,NA,NA,13.733,"AAqual",2021-07-28,"FX","m","Olympic Games"
28,"Lee Jun-ho","South Korea",NA,NA,NA,12.9,"AAqual",2021-07-28,"PH","m","Olympic Games"
28,"Lee Jun-ho","South Korea",NA,NA,NA,13.7,"AAqual",2021-07-28,"SR","m","Olympic Games"
28,"Lee Jun-ho","South Korea",NA,NA,NA,14.433,"AAqual",2021-07-28,"VT","m","Olympic Games"
28,"Lee Jun-ho","South Korea",NA,NA,NA,14.266,"AAqual",2021-07-28,"PB","m","Olympic Games"
28,"Lee Jun-ho","South Korea",NA,NA,NA,13.366,"AAqual",2021-07-28,"HB","m","Olympic Games"
28,"Lee Jun-ho","South Korea",NA,NA,NA,82.398,"qual",2021-07-28,"AA","m","Olympic Games"
29,"Aleksandr Kartsev","Russia",NA,NA,NA,13.733,"AAqual",2021-07-28,"FX","m","Olympic Games"
29,"Aleksandr Kartsev","Russia",NA,NA,NA,13.5,"AAqual",2021-07-28,"PH","m","Olympic Games"
29,"Aleksandr Kartsev","Russia",NA,NA,NA,13.633,"AAqual",2021-07-28,"SR","m","Olympic Games"
29,"Aleksandr Kartsev","Russia",NA,NA,NA,14.533,"AAqual",2021-07-28,"VT","m","Olympic Games"
29,"Aleksandr Kartsev","Russia",NA,NA,NA,14.9,"AAqual",2021-07-28,"PB","m","Olympic Games"
29,"Aleksandr Kartsev","Russia",NA,NA,NA,12,"AAqual",2021-07-28,"HB","m","Olympic Games"
29,"Aleksandr Kartsev","Russia",NA,NA,NA,82.299,"qual",2021-07-28,"AA","m","Olympic Games"
30,"Andreas Toba","Germany",NA,NA,NA,12.833,"AAqual",2021-07-28,"FX","m","Olympic Games"
30,"Andreas Toba","Germany",NA,NA,NA,13.7,"AAqual",2021-07-28,"PH","m","Olympic Games"
30,"Andreas Toba","Germany",NA,NA,NA,13.733,"AAqual",2021-07-28,"SR","m","Olympic Games"
30,"Andreas Toba","Germany",NA,NA,NA,14,"AAqual",2021-07-28,"VT","m","Olympic Games"
30,"Andreas Toba","Germany",NA,NA,NA,14.1,"AAqual",2021-07-28,"PB","m","Olympic Games"
30,"Andreas Toba","Germany",NA,NA,NA,13.8,"AAqual",2021-07-28,"HB","m","Olympic Games"
30,"Andreas Toba","Germany",NA,NA,NA,82.166,"qual",2021-07-28,"AA","m","Olympic Games"
31,"Eddy Yusof","Switzerland",NA,NA,NA,13.5,"AAqual",2021-07-28,"FX","m","Olympic Games"
31,"Eddy Yusof","Switzerland",NA,NA,NA,12.466,"AAqual",2021-07-28,"PH","m","Olympic Games"
31,"Eddy Yusof","Switzerland",NA,NA,NA,13.533,"AAqual",2021-07-28,"SR","m","Olympic Games"
31,"Eddy Yusof","Switzerland",NA,NA,NA,14.333,"AAqual",2021-07-28,"VT","m","Olympic Games"
31,"Eddy Yusof","Switzerland",NA,NA,NA,14.7,"AAqual",2021-07-28,"PB","m","Olympic Games"
31,"Eddy Yusof","Switzerland",NA,NA,NA,13.366,"AAqual",2021-07-28,"HB","m","Olympic Games"
31,"Eddy Yusof","Switzerland",NA,NA,NA,81.898,"qual",2021-07-28,"AA","m","Olympic Games"
32,"Nils Dunkel","Germany",NA,NA,NA,12.933,"AAqual",2021-07-28,"FX","m","Olympic Games"
32,"Nils Dunkel","Germany",NA,NA,NA,14.133,"AAqual",2021-07-28,"PH","m","Olympic Games"
32,"Nils Dunkel","Germany",NA,NA,NA,13.6,"AAqual",2021-07-28,"SR","m","Olympic Games"
32,"Nils Dunkel","Germany",NA,NA,NA,13.533,"AAqual",2021-07-28,"VT","m","Olympic Games"
32,"Nils Dunkel","Germany",NA,NA,NA,14.433,"AAqual",2021-07-28,"PB","m","Olympic Games"
32,"Nils Dunkel","Germany",NA,NA,NA,13,"AAqual",2021-07-28,"HB","m","Olympic Games"
32,"Nils Dunkel","Germany",NA,NA,NA,81.632,"qual",2021-07-28,"AA","m","Olympic Games"
33,"Christian Baumann","Switzerland",NA,NA,NA,13.833,"AAqual",2021-07-28,"FX","m","Olympic Games"
33,"Christian Baumann","Switzerland",NA,NA,NA,12.7,"AAqual",2021-07-28,"PH","m","Olympic Games"
33,"Christian Baumann","Switzerland",NA,NA,NA,13.766,"AAqual",2021-07-28,"SR","m","Olympic Games"
33,"Christian Baumann","Switzerland",NA,NA,NA,13.566,"AAqual",2021-07-28,"VT","m","Olympic Games"
33,"Christian Baumann","Switzerland",NA,NA,NA,15.2,"AAqual",2021-07-28,"PB","m","Olympic Games"
33,"Christian Baumann","Switzerland",NA,NA,NA,12.566,"AAqual",2021-07-28,"HB","m","Olympic Games"
33,"Christian Baumann","Switzerland",NA,NA,NA,81.631,"qual",2021-07-28,"AA","m","Olympic Games"
34,"Illia Kovtun","Ukraine",NA,NA,NA,12.866,"AAqual",2021-07-28,"FX","m","Olympic Games"
34,"Illia Kovtun","Ukraine",NA,NA,NA,13.666,"AAqual",2021-07-28,"PH","m","Olympic Games"
34,"Illia Kovtun","Ukraine",NA,NA,NA,12.833,"AAqual",2021-07-28,"SR","m","Olympic Games"
34,"Illia Kovtun","Ukraine",NA,NA,NA,13.816,"AAqual",2021-07-28,"VT","m","Olympic Games"
34,"Illia Kovtun","Ukraine",NA,NA,NA,14.7,"AAqual",2021-07-28,"PB","m","Olympic Games"
34,"Illia Kovtun","Ukraine",NA,NA,NA,13.7,"AAqual",2021-07-28,"HB","m","Olympic Games"
34,"Illia Kovtun","Ukraine",NA,NA,NA,81.581,"qual",2021-07-28,"AA","m","Olympic Games"
35,"Pablo Brägger","Switzerland",NA,NA,NA,14.133,"AAqual",2021-07-28,"FX","m","Olympic Games"
35,"Pablo Brägger","Switzerland",NA,NA,NA,13.566,"AAqual",2021-07-28,"PH","m","Olympic Games"
35,"Pablo Brägger","Switzerland",NA,NA,NA,13.466,"AAqual",2021-07-28,"SR","m","Olympic Games"
35,"Pablo Brägger","Switzerland",NA,NA,NA,12.733,"AAqual",2021-07-28,"VT","m","Olympic Games"
35,"Pablo Brägger","Switzerland",NA,NA,NA,15.066,"AAqual",2021-07-28,"PB","m","Olympic Games"
35,"Pablo Brägger","Switzerland",NA,NA,NA,12.6,"AAqual",2021-07-28,"HB","m","Olympic Games"
35,"Pablo Brägger","Switzerland",NA,NA,NA,81.564,"qual",2021-07-28,"AA","m","Olympic Games"
36,"Diogo Soares","Brazil",NA,NA,NA,14.2,"AAqual",2021-07-28,"FX","m","Olympic Games"
36,"Diogo Soares","Brazil",NA,NA,NA,12.8,"AAqual",2021-07-28,"PH","m","Olympic Games"
36,"Diogo Soares","Brazil",NA,NA,NA,13.133,"AAqual",2021-07-28,"SR","m","Olympic Games"
36,"Diogo Soares","Brazil",NA,NA,NA,14.066,"AAqual",2021-07-28,"VT","m","Olympic Games"
36,"Diogo Soares","Brazil",NA,NA,NA,13.9,"AAqual",2021-07-28,"PB","m","Olympic Games"
36,"Diogo Soares","Brazil",NA,NA,NA,13.233,"AAqual",2021-07-28,"HB","m","Olympic Games"
36,"Diogo Soares","Brazil",NA,NA,NA,81.332,"qual",2021-07-28,"AA","m","Olympic Games"
37,"Joel Plata","Spain",NA,NA,NA,13.5,"AAqual",2021-07-28,"FX","m","Olympic Games"
37,"Joel Plata","Spain",NA,NA,NA,13.433,"AAqual",2021-07-28,"PH","m","Olympic Games"
37,"Joel Plata","Spain",NA,NA,NA,13.3,"AAqual",2021-07-28,"SR","m","Olympic Games"
37,"Joel Plata","Spain",NA,NA,NA,13.966,"AAqual",2021-07-28,"VT","m","Olympic Games"
37,"Joel Plata","Spain",NA,NA,NA,14.633,"AAqual",2021-07-28,"PB","m","Olympic Games"
37,"Joel Plata","Spain",NA,NA,NA,12.466,"AAqual",2021-07-28,"HB","m","Olympic Games"
37,"Joel Plata","Spain",NA,NA,NA,81.298,"qual",2021-07-28,"AA","m","Olympic Games"
38,"Ludovico Edalli","Italy",NA,NA,NA,13.733,"AAqual",2021-07-28,"FX","m","Olympic Games"
38,"Ludovico Edalli","Italy",NA,NA,NA,13.6,"AAqual",2021-07-28,"PH","m","Olympic Games"
38,"Ludovico Edalli","Italy",NA,NA,NA,13.333,"AAqual",2021-07-28,"SR","m","Olympic Games"
38,"Ludovico Edalli","Italy",NA,NA,NA,13.666,"AAqual",2021-07-28,"VT","m","Olympic Games"
38,"Ludovico Edalli","Italy",NA,NA,NA,13.166,"AAqual",2021-07-28,"PB","m","Olympic Games"
38,"Ludovico Edalli","Italy",NA,NA,NA,13.733,"AAqual",2021-07-28,"HB","m","Olympic Games"
38,"Ludovico Edalli","Italy",NA,NA,NA,81.231,"qual",2021-07-28,"AA","m","Olympic Games"
39,"Kim Han-sol","South Korea",NA,NA,NA,14.9,"AAqual",2021-07-28,"FX","m","Olympic Games"
39,"Kim Han-sol","South Korea",NA,NA,NA,11.833,"AAqual",2021-07-28,"PH","m","Olympic Games"
39,"Kim Han-sol","South Korea",NA,NA,NA,13.6,"AAqual",2021-07-28,"SR","m","Olympic Games"
39,"Kim Han-sol","South Korea",NA,NA,NA,14.233,"AAqual",2021-07-28,"VT","m","Olympic Games"
39,"Kim Han-sol","South Korea",NA,NA,NA,13.666,"AAqual",2021-07-28,"PB","m","Olympic Games"
39,"Kim Han-sol","South Korea",NA,NA,NA,12.8,"AAqual",2021-07-28,"HB","m","Olympic Games"
39,"Kim Han-sol","South Korea",NA,NA,NA,81.032,"qual",2021-07-28,"AA","m","Olympic Games"
40,"Daniel Corral","Mexico",NA,NA,NA,13.2,"AAqual",2021-07-28,"FX","m","Olympic Games"
40,"Daniel Corral","Mexico",NA,NA,NA,13.266,"AAqual",2021-07-28,"PH","m","Olympic Games"
40,"Daniel Corral","Mexico",NA,NA,NA,13.366,"AAqual",2021-07-28,"SR","m","Olympic Games"
40,"Daniel Corral","Mexico",NA,NA,NA,13.933,"AAqual",2021-07-28,"VT","m","Olympic Games"
40,"Daniel Corral","Mexico",NA,NA,NA,14.033,"AAqual",2021-07-28,"PB","m","Olympic Games"
40,"Daniel Corral","Mexico",NA,NA,NA,13.1,"AAqual",2021-07-28,"HB","m","Olympic Games"
40,"Daniel Corral","Mexico",NA,NA,NA,80.898,"qual",2021-07-28,"AA","m","Olympic Games"
1,"Daiki Hashimoto","Japan",NA,NA,NA,14.833,"AAfinal",2021-07-28,"FX","m","Olympic Games"
1,"Daiki Hashimoto","Japan",NA,NA,NA,15.166,"AAfinal",2021-07-28,"PH","m","Olympic Games"
1,"Daiki Hashimoto","Japan",NA,NA,NA,13.533,"AAfinal",2021-07-28,"SR","m","Olympic Games"
1,"Daiki Hashimoto","Japan",NA,NA,NA,14.7,"AAfinal",2021-07-28,"VT","m","Olympic Games"
1,"Daiki Hashimoto","Japan",NA,NA,NA,15.3,"AAfinal",2021-07-28,"PB","m","Olympic Games"
1,"Daiki Hashimoto","Japan",NA,NA,NA,14.933,"AAfinal",2021-07-28,"HB","m","Olympic Games"
1,"Daiki Hashimoto","Japan",NA,NA,NA,88.465,"final",2021-07-28,"AA","m","Olympic Games"
2,"Xiao Ruoteng","China",NA,NA,NA,14.7,"AAfinal",2021-07-28,"FX","m","Olympic Games"
2,"Xiao Ruoteng","China",NA,NA,NA,14.7,"AAfinal",2021-07-28,"PH","m","Olympic Games"
2,"Xiao Ruoteng","China",NA,NA,NA,14.533,"AAfinal",2021-07-28,"SR","m","Olympic Games"
2,"Xiao Ruoteng","China",NA,NA,NA,14.7,"AAfinal",2021-07-28,"VT","m","Olympic Games"
2,"Xiao Ruoteng","China",NA,NA,NA,15.366,"AAfinal",2021-07-28,"PB","m","Olympic Games"
2,"Xiao Ruoteng","China",NA,NA,NA,14.066,"AAfinal",2021-07-28,"HB","m","Olympic Games"
2,"Xiao Ruoteng","China",NA,NA,NA,88.065,"final",2021-07-28,"AA","m","Olympic Games"
3,"Nikita Nagornyy","Russia",NA,NA,NA,14.433,"AAfinal",2021-07-28,"FX","m","Olympic Games"
3,"Nikita Nagornyy","Russia",NA,NA,NA,14.266,"AAfinal",2021-07-28,"PH","m","Olympic Games"
3,"Nikita Nagornyy","Russia",NA,NA,NA,14.666,"AAfinal",2021-07-28,"SR","m","Olympic Games"
3,"Nikita Nagornyy","Russia",NA,NA,NA,14.9,"AAfinal",2021-07-28,"VT","m","Olympic Games"
3,"Nikita Nagornyy","Russia",NA,NA,NA,15.4,"AAfinal",2021-07-28,"PB","m","Olympic Games"
3,"Nikita Nagornyy","Russia",NA,NA,NA,14.366,"AAfinal",2021-07-28,"HB","m","Olympic Games"
3,"Nikita Nagornyy","Russia",NA,NA,NA,88.031,"final",2021-07-28,"AA","m","Olympic Games"
4,"Sun Wei","China",NA,NA,NA,14.5,"AAfinal",2021-07-28,"FX","m","Olympic Games"
4,"Sun Wei","China",NA,NA,NA,14.966,"AAfinal",2021-07-28,"PH","m","Olympic Games"
4,"Sun Wei","China",NA,NA,NA,14.066,"AAfinal",2021-07-28,"SR","m","Olympic Games"
4,"Sun Wei","China",NA,NA,NA,14.9,"AAfinal",2021-07-28,"VT","m","Olympic Games"
4,"Sun Wei","China",NA,NA,NA,14.966,"AAfinal",2021-07-28,"PB","m","Olympic Games"
4,"Sun Wei","China",NA,NA,NA,14.4,"AAfinal",2021-07-28,"HB","m","Olympic Games"
4,"Sun Wei","China",NA,NA,NA,87.798,"final",2021-07-28,"AA","m","Olympic Games"
5,"Takeru Kitazono","Japan",NA,NA,NA,14.566,"AAfinal",2021-07-28,"FX","m","Olympic Games"
5,"Takeru Kitazono","Japan",NA,NA,NA,14.5,"AAfinal",2021-07-28,"PH","m","Olympic Games"
5,"Takeru Kitazono","Japan",NA,NA,NA,13.5,"AAfinal",2021-07-28,"SR","m","Olympic Games"
5,"Takeru Kitazono","Japan",NA,NA,NA,14.666,"AAfinal",2021-07-28,"VT","m","Olympic Games"
5,"Takeru Kitazono","Japan",NA,NA,NA,15.066,"AAfinal",2021-07-28,"PB","m","Olympic Games"
5,"Takeru Kitazono","Japan",NA,NA,NA,14.4,"AAfinal",2021-07-28,"HB","m","Olympic Games"
5,"Takeru Kitazono","Japan",NA,NA,NA,86.698,"final",2021-07-28,"AA","m","Olympic Games"
6,"Artur Dalaloyan","Russia",NA,NA,NA,14.05,"AAfinal",2021-07-28,"FX","m","Olympic Games"
6,"Artur Dalaloyan","Russia",NA,NA,NA,13.9,"AAfinal",2021-07-28,"PH","m","Olympic Games"
6,"Artur Dalaloyan","Russia",NA,NA,NA,14.666,"AAfinal",2021-07-28,"SR","m","Olympic Games"
6,"Artur Dalaloyan","Russia",NA,NA,NA,14.466,"AAfinal",2021-07-28,"VT","m","Olympic Games"
6,"Artur Dalaloyan","Russia",NA,NA,NA,15.033,"AAfinal",2021-07-28,"PB","m","Olympic Games"
6,"Artur Dalaloyan","Russia",NA,NA,NA,14.133,"AAfinal",2021-07-28,"HB","m","Olympic Games"
6,"Artur Dalaloyan","Russia",NA,NA,NA,86.248,"final",2021-07-28,"AA","m","Olympic Games"
7,"Tang Chia-hung","Taiwan",NA,NA,NA,14.366,"AAfinal",2021-07-28,"FX","m","Olympic Games"
7,"Tang Chia-hung","Taiwan",NA,NA,NA,13.333,"AAfinal",2021-07-28,"PH","m","Olympic Games"
7,"Tang Chia-hung","Taiwan",NA,NA,NA,14.1,"AAfinal",2021-07-28,"SR","m","Olympic Games"
7,"Tang Chia-hung","Taiwan",NA,NA,NA,14.433,"AAfinal",2021-07-28,"VT","m","Olympic Games"
7,"Tang Chia-hung","Taiwan",NA,NA,NA,13.8,"AAfinal",2021-07-28,"PB","m","Olympic Games"
7,"Tang Chia-hung","Taiwan",NA,NA,NA,14.766,"AAfinal",2021-07-28,"HB","m","Olympic Games"
7,"Tang Chia-hung","Taiwan",NA,NA,NA,84.798,"final",2021-07-28,"AA","m","Olympic Games"
8,"James Hall","United Kingdom",NA,NA,NA,14.466,"AAfinal",2021-07-28,"FX","m","Olympic Games"
8,"James Hall","United Kingdom",NA,NA,NA,13.433,"AAfinal",2021-07-28,"PH","m","Olympic Games"
8,"James Hall","United Kingdom",NA,NA,NA,13.966,"AAfinal",2021-07-28,"SR","m","Olympic Games"
8,"James Hall","United Kingdom",NA,NA,NA,14.3,"AAfinal",2021-07-28,"VT","m","Olympic Games"
8,"James Hall","United Kingdom",NA,NA,NA,14.433,"AAfinal",2021-07-28,"PB","m","Olympic Games"
8,"James Hall","United Kingdom",NA,NA,NA,14,"AAfinal",2021-07-28,"HB","m","Olympic Games"
8,"James Hall","United Kingdom",NA,NA,NA,84.598,"final",2021-07-28,"AA","m","Olympic Games"
9,"Joe Fraser","United Kingdom",NA,NA,NA,14.1,"AAfinal",2021-07-28,"FX","m","Olympic Games"
9,"Joe Fraser","United Kingdom",NA,NA,NA,13.3,"AAfinal",2021-07-28,"PH","m","Olympic Games"
9,"Joe Fraser","United Kingdom",NA,NA,NA,14.433,"AAfinal",2021-07-28,"SR","m","Olympic Games"
9,"Joe Fraser","United Kingdom",NA,NA,NA,13.133,"AAfinal",2021-07-28,"VT","m","Olympic Games"
9,"Joe Fraser","United Kingdom",NA,NA,NA,15.133,"AAfinal",2021-07-28,"PB","m","Olympic Games"
9,"Joe Fraser","United Kingdom",NA,NA,NA,14.4,"AAfinal",2021-07-28,"HB","m","Olympic Games"
9,"Joe Fraser","United Kingdom",NA,NA,NA,84.499,"final",2021-07-28,"AA","m","Olympic Games"
10,"Brody Malone","United States",NA,NA,NA,14.3,"AAfinal",2021-07-28,"FX","m","Olympic Games"
10,"Brody Malone","United States",NA,NA,NA,14.1,"AAfinal",2021-07-28,"PH","m","Olympic Games"
10,"Brody Malone","United States",NA,NA,NA,13.833,"AAfinal",2021-07-28,"SR","m","Olympic Games"
