"Name","Country","Apparatus","Score","Rank","Gender","Competition","Round","Date"
"Olivia Vivian","Australia","UB",15.1,NA,"w","Olympic Games","TeamFinal",2008-08-01
"France","France","VT",44.05,7,"w","Olympic Games","TeamFinal",2008-08-01
"France","France","UB",44.175,6,"w","Olympic Games","TeamFinal",2008-08-01
"France","France","BB",43.725,8,"w","Olympic Games","TeamFinal",2008-08-01
"France","France","FX",43.325,5,"w","Olympic Games","TeamFinal",2008-08-01
"France","France","AA",175.275,43,"w","Olympic Games","TeamFinal",2008-08-01
"Marine Debauve","France","BB",13.975,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Laetitia Dugain","France","UB",14.725,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Laetitia Dugain","France","BB",14.75,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Laetitia Dugain","France","FX",13.925,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Katheleen Lindor","France","VT",14.825,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Katheleen Lindor","France","UB",14.775,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Pauline Morel","France","UB",14.675,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Pauline Morel","France","FX",14.625,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Marine Petit","France","VT",14.675,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Marine Petit","France","BB",15,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Marine Petit","France","FX",14.775,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Rose-Eliandre Bellemare","France","VT",14.55,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Brazil","Brazil","VT",44.3,5,"w","Olympic Games","TeamFinal",2008-08-01
"Brazil","Brazil","UB",43.7,7,"w","Olympic Games","TeamFinal",2008-08-01
"Brazil","Brazil","BB",43.9,7,"w","Olympic Games","TeamFinal",2008-08-01
"Brazil","Brazil","FX",42.975,6,"w","Olympic Games","TeamFinal",2008-08-01
"Brazil","Brazil","AA",174.875,50,"w","Olympic Games","TeamFinal",2008-08-01
"Jade Barbosa","Brazil","VT",15.025,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Jade Barbosa","Brazil","UB",14.725,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Jade Barbosa","Brazil","BB",15.3,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Jade Barbosa","Brazil","FX",14.325,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Ethiene Franco","Brazil","BB",13.675,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Laís Souza","Brazil","VT",14.6,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Laís Souza","Brazil","UB",14.35,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Daniele Hypólito","Brazil","UB",14.625,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Daniele Hypólito","Brazil","BB",14.925,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Daiane dos Santos","Brazil","VT",14.675,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Daiane dos Santos","Brazil","FX",15.275,NA,"w","Olympic Games","TeamFinal",2008-08-01
"Ana Cláudia Silva","Brazil","FX",13.375,NA,"w","Olympic Games","TeamFinal",2008-08-01
"China","China","FX",45.133,5,"m","Olympic Games","TeamFinal",2012-08-01
"China","China","PH",43.833,4,"m","Olympic Games","TeamFinal",2012-08-01
"China","China","SR",44.899,5,"m","Olympic Games","TeamFinal",2012-08-01
"China","China","VT",48.316,1,"m","Olympic Games","TeamFinal",2012-08-01
"China","China","PB",46.75,1,"m","Olympic Games","TeamFinal",2012-08-01
"China","China","UB",47.066,1,"m","Olympic Games","TeamFinal",2012-08-01
"China","China","AA",275.997,1,"m","Olympic Games","TeamFinal",2012-08-01
"Chen Yibing","China","PH",14.733,11,"m","Olympic Games","TeamFinal",2012-08-01
"Chen Yibing","China","SR",15.8,2,"m","Olympic Games","TeamFinal",2012-08-01
"Feng Zhe","China","FX",14.4,21,"m","Olympic Games","TeamFinal",2012-08-01
"Feng Zhe","China","SR",14.533,20,"m","Olympic Games","TeamFinal",2012-08-01
"Feng Zhe","China","VT",16.216,4,"m","Olympic Games","TeamFinal",2012-08-01
"Feng Zhe","China","PB",15.95,1,"m","Olympic Games","TeamFinal",2012-08-01
"Feng Zhe","China","UB",15,14,"m","Olympic Games","TeamFinal",2012-08-01
"Guo Weiyang","China","PH",14.6,14,"m","Olympic Games","TeamFinal",2012-08-01
"Guo Weiyang","China","SR",14.566,19,"m","Olympic Games","TeamFinal",2012-08-01
"Guo Weiyang","China","PB",15.2,13,"m","Olympic Games","TeamFinal",2012-08-01
"Zhang Chenglong","China","FX",14.9,14,"m","Olympic Games","TeamFinal",2012-08-01
"Zhang Chenglong","China","PH",14.5,16,"m","Olympic Games","TeamFinal",2012-08-01
"Zhang Chenglong","China","VT",16.2,5,"m","Olympic Games","TeamFinal",2012-08-01
"Zhang Chenglong","China","PB",15.6,2,"m","Olympic Games","TeamFinal",2012-08-01
"Zhang Chenglong","China","UB",15.666,6,"m","Olympic Games","TeamFinal",2012-08-01
"Zou Kai","China","FX",15.833,1,"m","Olympic Games","TeamFinal",2012-08-01
"Zou Kai","China","VT",15.9,12,"m","Olympic Games","TeamFinal",2012-08-01
"Zou Kai","China","UB",16.4,1,"m","Olympic Games","TeamFinal",2012-08-01
"Japan","Japan","FX",44.733,6,"m","Olympic Games","TeamFinal",2012-08-01
"Japan","Japan","PH",42.365,5,"m","Olympic Games","TeamFinal",2012-08-01
"Japan","Japan","SR",45.699,2,"m","Olympic Games","TeamFinal",2012-08-01
"Japan","Japan","VT",45.971,7,"m","Olympic Games","TeamFinal",2012-08-01
"Japan","Japan","PB",46.282,2,"m","Olympic Games","TeamFinal",2012-08-01
"Japan","Japan","UB",46.899,2,"m","Olympic Games","TeamFinal",2012-08-01
"Japan","Japan","AA",271.952,2,"m","Olympic Games","TeamFinal",2012-08-01
"Ryōhei Katō","Japan","FX",15.3,8,"m","Olympic Games","TeamFinal",2012-08-01
"Ryōhei Katō","Japan","PH",14.766,9,"m","Olympic Games","TeamFinal",2012-08-01
"Ryōhei Katō","Japan","VT",16.041,9,"m","Olympic Games","TeamFinal",2012-08-01
"Kazuhito Tanaka","Japan","FX",13.733,24,"m","Olympic Games","TeamFinal",2012-08-01
"Kazuhito Tanaka","Japan","PH",13.433,19,"m","Olympic Games","TeamFinal",2012-08-01
"Kazuhito Tanaka","Japan","PB",15.366,10,"m","Olympic Games","TeamFinal",2012-08-01
"Kazuhito Tanaka","Japan","UB",15.166,12,"m","Olympic Games","TeamFinal",2012-08-01
"Yusuke Tanaka","Japan","SR",15.2,8,"m","Olympic Games","TeamFinal",2012-08-01
"Yusuke Tanaka","Japan","PB",15.5,5,"m","Olympic Games","TeamFinal",2012-08-01
"Yusuke Tanaka","Japan","UB",16,3,"m","Olympic Games","TeamFinal",2012-08-01
"Kōhei Uchimura","Japan","FX",15.7,2,"m","Olympic Games","TeamFinal",2012-08-01
"Kōhei Uchimura","Japan","PH",14.1661,18,"m","Olympic Games","TeamFinal",2012-08-01
"Kōhei Uchimura","Japan","SR",15.133,9,"m","Olympic Games","TeamFinal",2012-08-01
"Kōhei Uchimura","Japan","VT",15.9,12,"m","Olympic Games","TeamFinal",2012-08-01
"Kōhei Uchimura","Japan","PB",15.416,8,"m","Olympic Games","TeamFinal",2012-08-01
"Kōhei Uchimura","Japan","UB",15.733,5,"m","Olympic Games","TeamFinal",2012-08-01
"Koji Yamamuro","Japan","SR",15.366,5,"m","Olympic Games","TeamFinal",2012-08-01
"Koji Yamamuro","Japan","VT",14.033,24,"m","Olympic Games","TeamFinal",2012-08-01
"Great Britain","Japan","FX",46.132,1,"m","Olympic Games","TeamFinal",2012-08-01
"Great Britain","Japan","PH",45.932,1,"m","Olympic Games","TeamFinal",2012-08-01
"Great Britain","Japan","SR",43.066,8,"m","Olympic Games","TeamFinal",2012-08-01
"Great Britain","Japan","VT",48.182,2,"m","Olympic Games","TeamFinal",2012-08-01
"Great Britain","Japan","PB",44.566,7,"m","Olympic Games","TeamFinal",2012-08-01
"Great Britain","Japan","UB",43.833,7,"m","Olympic Games","TeamFinal",2012-08-01
"Great Britain","Japan","AA",271.711,3,"m","Olympic Games","TeamFinal",2012-08-01
"Sam Oldham","Japan","SR",14.033,24,"m","Olympic Games","TeamFinal",2012-08-01
"Sam Oldham","Japan","PB",14.966,18,"m","Olympic Games","TeamFinal",2012-08-01
"Sam Oldham","Japan","UB",14,22,"m","Olympic Games","TeamFinal",2012-08-01
"Daniel Purvis","Japan","FX",15.533,3,"m","Olympic Games","TeamFinal",2012-08-01
"Daniel Purvis","Japan","PH",14.733,11,"m","Olympic Games","TeamFinal",2012-08-01
"Daniel Purvis","Japan","SR",14.6,18,"m","Olympic Games","TeamFinal",2012-08-01
"Daniel Purvis","Japan","VT",15.966,10,"m","Olympic Games","TeamFinal",2012-08-01
"Daniel Purvis","Japan","PB",14.8,19,"m","Olympic Games","TeamFinal",2012-08-01
"Daniel Purvis","Japan","UB",14.633,18,"m","Olympic Games","TeamFinal",2012-08-01
"Louis Smith","Japan","PH",15.966,1,"m","Olympic Games","TeamFinal",2012-08-01
"Kristian Thomas","Japan","FX",15.433,6,"m","Olympic Games","TeamFinal",2012-08-01
"Kristian Thomas","Japan","SR",14.433,22,"m","Olympic Games","TeamFinal",2012-08-01
"Kristian Thomas","Japan","VT",16.55,1,"m","Olympic Games","TeamFinal",2012-08-01
"Kristian Thomas","Japan","UB",15.2,10,"m","Olympic Games","TeamFinal",2012-08-01
"Max Whitlock","Japan","FX",15.166,11,"m","Olympic Games","TeamFinal",2012-08-01
"Max Whitlock","Japan","PH",15.233,3,"m","Olympic Games","TeamFinal",2012-08-01
"Max Whitlock","Japan","VT",15.666,16,"m","Olympic Games","TeamFinal",2012-08-01
"Max Whitlock","Japan","PB",14.8,19,"m","Olympic Games","TeamFinal",2012-08-01
"Ukraine","Ukraine","FX",44.065,8,"m","Olympic Games","TeamFinal",2012-08-01
"Ukraine","Ukraine","PH",44.966,3,"m","Olympic Games","TeamFinal",2012-08-01
"Ukraine","Ukraine","SR",45.699,2,"m","Olympic Games","TeamFinal",2012-08-01
"Ukraine","Ukraine","VT",48.065,3,"m","Olympic Games","TeamFinal",2012-08-01
"Ukraine","Ukraine","PB",44.733,6,"m","Olympic Games","TeamFinal",2012-08-01
"Ukraine","Ukraine","UB",43.998,6,"m","Olympic Games","TeamFinal",2012-08-01
"Ukraine","Ukraine","AA",271.526,4,"m","Olympic Games","TeamFinal",2012-08-01
"Nikolai Kuksenkov","Ukraine","PH",15.1,4,"m","Olympic Games","TeamFinal",2012-08-01
"Nikolai Kuksenkov","Ukraine","SR",15.233,7,"m","Olympic Games","TeamFinal",2012-08-01
"Nikolai Kuksenkov","Ukraine","PB",15.2,13,"m","Olympic Games","TeamFinal",2012-08-01
"Nikolai Kuksenkov","Ukraine","UB",15.266,9,"m","Olympic Games","TeamFinal",2012-08-01
"Vitaliy Nakonechnyi","Ukraine","FX",14.333,22,"m","Olympic Games","TeamFinal",2012-08-01
"Vitaliy Nakonechnyi","Ukraine","PH",14.866,7,"m","Olympic Games","TeamFinal",2012-08-01
"Vitaliy Nakonechnyi","Ukraine","UB",14.266,21,"m","Olympic Games","TeamFinal",2012-08-01
"Igor Radivilov","Ukraine","SR",15.433,4,"m","Olympic Games","TeamFinal",2012-08-01
"Igor Radivilov","Ukraine","VT",16.066,7,"m","Olympic Games","TeamFinal",2012-08-01
"Oleg Stepko","Ukraine","FX",14.866,16,"m","Olympic Games","TeamFinal",2012-08-01
"Oleg Stepko","Ukraine","PH",15,6,"m","Olympic Games","TeamFinal",2012-08-01
"Oleg Stepko","Ukraine","SR",15.033,11,"m","Olympic Games","TeamFinal",2012-08-01
"Oleg Stepko","Ukraine","VT",15.733,15,"m","Olympic Games","TeamFinal",2012-08-01
"Oleg Stepko","Ukraine","PB",13.933,23,"m","Olympic Games","TeamFinal",2012-08-01
"Oleg Verniaiev","Ukraine","FX",14.866,16,"m","Olympic Games","TeamFinal",2012-08-01
"Oleg Verniaiev","Ukraine","VT",16.266,3,"m","Olympic Games","TeamFinal",2012-08-01
"Oleg Verniaiev","Ukraine","PB",15.6,2,"m","Olympic Games","TeamFinal",2012-08-01
"Oleg Verniaiev","Ukraine","UB",14.466,20,"m","Olympic Games","TeamFinal",2012-08-01
"United States","United States","FX",45.266,3,"m","Olympic Games","TeamFinal",2012-08-01
"United States","United States","PH",40.633,7,"m","Olympic Games","TeamFinal",2012-08-01
"United States","United States","SR",45.257,4,"m","Olympic Games","TeamFinal",2012-08-01
"United States","United States","VT",46.632,6,"m","Olympic Games","TeamFinal",2012-08-01
"United States","United States","PB",45.765,3,"m","Olympic Games","TeamFinal",2012-08-01
"United States","United States","UB",46.399,3,"m","Olympic Games","TeamFinal",2012-08-01
"United States","United States","AA",269.952,5,"m","Olympic Games","TeamFinal",2012-08-01
"Jake Dalton","United States","FX",15.466,5,"m","Olympic Games","TeamFinal",2012-08-01
"Jake Dalton","United States","SR",15.033,11,"m","Olympic Games","TeamFinal",2012-08-01
"Jake Dalton","United States","VT",16.066,7,"m","Olympic Games","TeamFinal",2012-08-01
"Jonathan Horton","United States","SR",15.266,7,"m","Olympic Games","TeamFinal",2012-08-01
"Jonathan Horton","United States","UB",15.2,10,"m","Olympic Games","TeamFinal",2012-08-01
"Danell Leyva","United States","FX",15.2,9,"m","Olympic Games","TeamFinal",2012-08-01
"Danell Leyva","United States","PH",13.4,20,"m","Olympic Games","TeamFinal",2012-08-01
"Danell Leyva","United States","PB",15.366,10,"m","Olympic Games","TeamFinal",2012-08-01
"Danell Leyva","United States","UB",15.866,4,"m","Olympic Games","TeamFinal",2012-08-01
"Sam Mikulak","United States","FX",14.6,19,"m","Olympic Games","TeamFinal",2012-08-01
"Sam Mikulak","United States","PH",14.5,16,"m","Olympic Games","TeamFinal",2012-08-01
"Sam Mikulak","United States","VT",15.966,10,"m","Olympic Games","TeamFinal",2012-08-01
"Sam Mikulak","United States","PB",15.266,12,"m","Olympic Games","TeamFinal",2012-08-01
"John Orozco","United States","PH",12.733,23,"m","Olympic Games","TeamFinal",2012-08-01
"John Orozco","United States","SR",14.958,13,"m","Olympic Games","TeamFinal",2012-08-01
"John Orozco","United States","VT",14.6,20,"m","Olympic Games","TeamFinal",2012-08-01
"John Orozco","United States","PB",15.133,15,"m","Olympic Games","TeamFinal",2012-08-01
"John Orozco","United States","UB",15.333,8,"m","Olympic Games","TeamFinal",2012-08-01
"Russia","Russia","FX",45.308,2,"m","Olympic Games","TeamFinal",2012-08-01
"Russia","Russia","PH",42.299,6,"m","Olympic Games","TeamFinal",2012-08-01
"Russia","Russia","SR",46.132,1,"m","Olympic Games","TeamFinal",2012-08-01
"Russia","Russia","VT",46.866,5,"m","Olympic Games","TeamFinal",2012-08-01
"Russia","Russia","PB",43.965,8,"m","Olympic Games","TeamFinal",2012-08-01
"Russia","Russia","UB",45.033,5,"m","Olympic Games","TeamFinal",2012-08-01
"Russia","Russia","AA",269.603,6,"m","Olympic Games","TeamFinal",2012-08-01
"Denis Ablyazin","Russia","FX",15.475,4,"m","Olympic Games","TeamFinal",2012-08-01
"Denis Ablyazin","Russia","SR",15.616,3,"m","Olympic Games","TeamFinal",2012-08-01
"Denis Ablyazin","Russia","VT",16.4,2,"m","Olympic Games","TeamFinal",2012-08-01
"Aleksandr Balandin","Russia","SR",15.816,1,"m","Olympic Games","TeamFinal",2012-08-01
"Aleksandr Balandin","Russia","PB",13.466,24,"m","Olympic Games","TeamFinal",2012-08-01
"David Belyavskiy","Russia","FX",14.933,13,"m","Olympic Games","TeamFinal",2012-08-01
"David Belyavskiy","Russia","PH",12.933,22,"m","Olympic Games","TeamFinal",2012-08-01
"David Belyavskiy","Russia","VT",16.133,6,"m","Olympic Games","TeamFinal",2012-08-01
"David Belyavskiy","Russia","PB",15.433,7,"m","Olympic Games","TeamFinal",2012-08-01
"David Belyavskiy","Russia","UB",14.833,16,"m","Olympic Games","TeamFinal",2012-08-01
"Emin Garibov","Russia","PH",14.833,8,"m","Olympic Games","TeamFinal",2012-08-01
"Emin Garibov","Russia","SR",14.7,16,"m","Olympic Games","TeamFinal",2012-08-01
"Emin Garibov","Russia","PB",15.066,17,"m","Olympic Games","TeamFinal",2012-08-01
"Emin Garibov","Russia","UB",15.6,7,"m","Olympic Games","TeamFinal",2012-08-01
"Igor Pakhomenko","Russia","FX",14.9,14,"m","Olympic Games","TeamFinal",2012-08-01
"Igor Pakhomenko","Russia","PH",14.533,15,"m","Olympic Games","TeamFinal",2012-08-01
"Igor Pakhomenko","Russia","VT",14.333,23,"m","Olympic Games","TeamFinal",2012-08-01
"Igor Pakhomenko","Russia","UB",14.6,19,"m","Olympic Games","TeamFinal",2012-08-01
"Germany","Germany","FX",45.199,4,"m","Olympic Games","TeamFinal",2012-08-01
"Germany","Germany","PH",40.466,8,"m","Olympic Games","TeamFinal",2012-08-01
"Germany","Germany","SR",44.824,6,"m","Olympic Games","TeamFinal",2012-08-01
"Germany","Germany","VT",47.032,4,"m","Olympic Games","TeamFinal",2012-08-01
"Germany","Germany","PB",45.433,4,"m","Olympic Games","TeamFinal",2012-08-01
"Germany","Germany","UB",45.065,4,"m","Olympic Games","TeamFinal",2012-08-01
"Germany","Germany","AA",268.019,7,"m","Olympic Games","TeamFinal",2012-08-01
"Philipp Boy","Germany","FX",14.8,18,"m","Olympic Games","TeamFinal",2012-08-01
"Philipp Boy","Germany","PH",13.2,21,"m","Olympic Games","TeamFinal",2012-08-01
"Philipp Boy","Germany","VT",15.566,18,"m","Olympic Games","TeamFinal",2012-08-01
"Philipp Boy","Germany","UB",13.766,23,"m","Olympic Games","TeamFinal",2012-08-01
"Fabian Hambüchen","Germany","FX",15.066,12,"m","Olympic Games","TeamFinal",2012-08-01
"Fabian Hambüchen","Germany","SR",14.858,14,"m","Olympic Games","TeamFinal",2012-08-01
"Fabian Hambüchen","Germany","VT",15.633,17,"m","Olympic Games","TeamFinal",2012-08-01
"Fabian Hambüchen","Germany","PB",15.4,9,"m","Olympic Games","TeamFinal",2012-08-01
"Fabian Hambüchen","Germany","UB",16.166,2,"m","Olympic Games","TeamFinal",2012-08-01
"Sebastian Krimmer","Germany","PH",14.733,11,"m","Olympic Games","TeamFinal",2012-08-01
"Sebastian Krimmer","Germany","PB",14.533,22,"m","Olympic Games","TeamFinal",2012-08-01
"Marcel Nguyen","Germany","FX",15.333,7,"m","Olympic Games","TeamFinal",2012-08-01
"Marcel Nguyen","Germany","SR",15.133,9,"m","Olympic Games","TeamFinal",2012-08-01
"Marcel Nguyen","Germany","VT",15.833,14,"m","Olympic Games","TeamFinal",2012-08-01
"Marcel Nguyen","Germany","PB",15.5,5,"m","Olympic Games","TeamFinal",2012-08-01
"Marcel Nguyen","Germany","UB",15.133,13,"m","Olympic Games","TeamFinal",2012-08-01
"Andreas Toba","Germany","PH",12.533,24,"m","Olympic Games","TeamFinal",2012-08-01
"Andreas Toba","Germany","SR",14.833,15,"m","Olympic Games","TeamFinal",2012-08-01
"France","France","FX",44.066,7,"m","Olympic Games","TeamFinal",2012-08-01
"France","France","PH",45.265,2,"m","Olympic Games","TeamFinal",2012-08-01
"France","France","SR",43.432,7,"m","Olympic Games","TeamFinal",2012-08-01
"France","France","VT",44.473,8,"m","Olympic Games","TeamFinal",2012-08-01
"France","France","PB",45.29,5,"m","Olympic Games","TeamFinal",2012-08-01
"France","France","UB",42.915,8,"m","Olympic Games","TeamFinal",2012-08-01
"France","France","AA",265.441,8,"m","Olympic Games","TeamFinal",2012-08-01
"Pierre-Yves Bény","France","FX",14.333,22,"m","Olympic Games","TeamFinal",2012-08-01
"Pierre-Yves Bény","France","PH",15.033,5,"m","Olympic Games","TeamFinal",2012-08-01
"Pierre-Yves Bény","France","SR",14.466,21,"m","Olympic Games","TeamFinal",2012-08-01
"Pierre-Yves Bény","France","VT",14.566,21,"m","Olympic Games","TeamFinal",2012-08-01
"Pierre-Yves Bény","France","PB",14.591,21,"m","Olympic Games","TeamFinal",2012-08-01
"Pierre-Yves Bény","France","UB",13.266,24,"m","Olympic Games","TeamFinal",2012-08-01
"Gaël da Silva","France","FX",15.2,9,"m","Olympic Games","TeamFinal",2012-08-01
"Gaël da Silva","France","SR",14.633,17,"m","Olympic Games","TeamFinal",2012-08-01
"Gaël da Silva","France","VT",15.466,19,"m","Olympic Games","TeamFinal",2012-08-01
"Gaël da Silva","France","UB",14.766,17,"m","Olympic Games","TeamFinal",2012-08-01
"Hamilton Sabot","France","PH",14.766,9,"m","Olympic Games","TeamFinal",2012-08-01
"Hamilton Sabot","France","SR",14.333,23,"m","Olympic Games","TeamFinal",2012-08-01
"Hamilton Sabot","France","PB",15.566,4,"m","Olympic Games","TeamFinal",2012-08-01
"Hamilton Sabot","France","UB",14.833,15,"m","Olympic Games","TeamFinal",2012-08-01
"Cyril Tommasone","France","FX",14.533,20,"m","Olympic Games","TeamFinal",2012-08-01
"Cyril Tommasone","France","PH",15.466,2,"m","Olympic Games","TeamFinal",2012-08-01
"Cyril Tommasone","France","VT",14.441,22,"m","Olympic Games","TeamFinal",2012-08-01
"Cyril Tommasone","France","PB",15.133,15,"m","Olympic Games","TeamFinal",2012-08-01
"United States","United States","VT",48.132,1,"w","Olympic Games","TeamFinal",2012-08-01
"United States","United States","UB",44.799,3,"w","Olympic Games","TeamFinal",2012-08-01
"United States","United States","BB",45.299,1,"w","Olympic Games","TeamFinal",2012-08-01
"United States","United States","FX",45.366,1,"w","Olympic Games","TeamFinal",2012-08-01
"United States","United States","AA",183.596,1,"w","Olympic Games","TeamFinal",2012-08-01
"Gabby Douglas","United States","VT",15.966,NA,"w","Olympic Games","TeamFinal",2012-08-01
"Gabby Douglas","United States","UB",15.2,NA,"w","Olympic Games","TeamFinal",2012-08-01
"Gabby Douglas","United States","BB",15.233,NA,"w","Olympic Games","TeamFinal",2012-08-01
"Gabby Douglas","United States","FX",15.066,NA,"w","Olympic Games","TeamFinal",2012-08-01
"Jordyn Wieber","United States","VT",15.933,NA,"w","Olympic Games","TeamFinal",2012-08-01
"Jordyn Wieber","United States","UB",14.666,NA,"w","Olympic Games","TeamFinal",2012-08-01
